Dia Semana,Data,Atendimento,Demandante,Atuação,Modelo,Sem OS,Com OS,KM Terrestre,KM Aéreo,Preventiva,Corretiva,Instalacao,Treinamento,Viagem,Cidade,UF,Folga Trabalhada,Papelada,Plantao,Cod. IBGE UF,Cod. IBGE Cidade,Ano,Mes,MesNome
Quinta,03/06/2021,Corpus Christi,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Sexta,04/06/2021,Instalação Correios Leopoldina,Diego,Trabalhado,CX100100D,0,1,100,0,0,0,1,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Sábado,05/06/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Domingo,06/06/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Segunda,07/06/2021,Treinamento Operacional Correios Leopoldina,Diego,Trabalhado,CX100100D,1,0,100,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Terça,08/06/2021,software Correios Leopoldina 5 e 4 andar x10 máquinas,Diego,Trabalhado,CX100100D,0,10,100,0,0,10,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Quarta,09/06/2021,Correios Leopoldina CX cortando no túnel,Diego,Trabalhado,CX100100D,0,1,100,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Quinta,10/06/2021,ida GRU - CWB,Paulinele,Trabalhado,,1,0,70,359,0,0,0,0,1,Curitiba,PR,0,0,0,41,4106902,2021,6,Junho
Sexta,11/06/2021,Treinamento Curitiba TR1000QC com Walter + FS Paranaguá,Paulinele,Trabalhado,TR1000QC,2,0,50,0,0,1,0,1,1,Curitiba,PR,0,0,0,41,4106902,2021,6,Junho
Sábado,12/06/2021,Folga + retorno cwb - gru,Ranan,Trabalhado,,1,0,70,359,0,0,0,0,1,Curitiba,PR,1,0,0,41,4106902,2021,6,Junho
Domingo,13/06/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Segunda,14/06/2021,Planejamento preventivas SP,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Terça,15/06/2021,Preventiva Romão Gomes + Pen. Fem. Santana + Pen. Fem. Capital,Diego,Trabalhado,HT2100DV,0,3,110,0,3,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Quarta,16/06/2021,CDP Mogi das cruzes + Casa Encosta Norte,Diego,Trabalhado,HT2000GA,0,3,80,0,3,0,0,0,0,Mogi das Cruzes,SP,0,0,0,35,3530607,2021,6,Junho
Quinta,17/06/2021,Casa Ouro preto/ João do pulo + Casa nova vida/Paulista,Diego,Trabalhado,HT2000GA,0,2,70,0,2,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Sexta,18/06/2021,Planejamento Preventivas todo estado SP,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Sábado,19/06/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Domingo,20/06/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Segunda,21/06/2021,relatório Cláudio planejamento + dúvida paulinele 100100 + remota Romão Gomes,Paulinele,Trabalhado,HT2100DV,2,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Terça,22/06/2021,acompanhando teste laudo nr-10 fábrica.,Paulinele,Trabalhado,,1,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,6,Junho
Quarta,23/06/2021,acompanhando fábrica cliente Shefa (vendi a máquina) + PC paulinele fábrica,Paulinele,Trabalhado,,2,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,6,Junho
Quinta,24/06/2021,Treinamento Fábrica NR 35 (cancelado para apoiar Alex) + ajudar Alex praia no porto de Santos,Paulinele,Trabalhado,,2,0,180,0,0,0,0,0,0,Santos,SP,0,0,0,35,3548500,2021,6,Junho
Sexta,25/06/2021,Folga Plantão + Corretiva Franco da Rocha 2 ht,Paulinele,Trabalhado,HT2000GA,0,2,140,0,0,2,0,0,0,Franco da Rocha,SP,1,0,0,35,3516408,2021,6,Junho
Sábado,26/06/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,6,Junho
Domingo,27/06/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,6,Junho
Segunda,28/06/2021,Perícia Fábrica com Paulinele e Weberth,Paulinele,Trabalhado,,1,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,6,Junho
Terça,29/06/2021,Correios Vila Maria Inst e trein 01 CX100100D,Diego,Trabalhado,CX100100D,0,1,70,0,0,0,1,1,0,São Paulo,SP,0,0,0,35,3550308,2021,6,Junho
Quarta,30/06/2021,Fábrica + Despacho GRU,Diego,Trabalhado,,2,0,150,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,6,Junho
Quinta,01/07/2021,FS Alemoa Corretiva + Material Preventiva,Ranan,Trabalhado,FS6000,1,1,180,0,1,0,0,0,0,Santos,SP,0,0,0,35,3548500,2021,7,Julho
Sexta,02/07/2021,Remota HT Estancia-SE + Preparação preventiva FS Alemoa + Remota FS Itajaí,Paulinele,Trabalhado,FS6000,1,2,0,0,0,2,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Sábado,03/07/2021,Preventiva FS Alemoa Com Alex Guarulhos,Ranan,Trabalhado,FS6000,0,1,220,0,1,0,0,0,0,Santos,SP,0,0,0,35,3548500,2021,7,Julho
Domingo,04/07/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Segunda,05/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Terça,06/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Quarta,07/07/2021,Exame periódico + fotos TR2000DC,RH,Trabalhado,,2,0,60,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Quinta,08/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Sexta,09/07/2021,Feriado em SP - Revolução Constitucionalista + Corretiva Mercado livre Guarulhos,Diego,Trabalhado,CX100100D,1,0,90,0,0,1,0,0,0,Guarulhos,SP,1,0,0,35,3518800,2021,7,Julho
Sábado,10/07/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Domingo,11/07/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Segunda,12/07/2021,Continuação Corretiva Mercado livre Guarulhos + Compra adaptador ML,Diego,Trabalhado,CX100100D,1,1,90,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2021,7,Julho
Terça,13/07/2021,Ida CGH - SSA,Diego,Trabalhado,,1,0,80,1481,0,0,0,0,1,Lauro de Freitas,BA,0,0,0,29,2919207,2021,7,Julho
Quarta,14/07/2021,Integração + Instalação ML Lauro de Freitas,Diego,Trabalhado,CX100100D,1,1,60,0,0,0,1,0,1,Lauro de Freitas,BA,0,0,0,29,2919207,2021,7,Julho
Quinta,15/07/2021,Treinamento Operacional ML Lauro de Freitas,Diego,Trabalhado,CX100100D,1,0,60,0,0,0,0,1,1,Lauro de Freitas,BA,0,0,0,29,2919207,2021,7,Julho
Sexta,16/07/2021,acompanhamento da operação ML + Volta SSA - CGH,Diego,Trabalhado,,2,0,80,1481,0,0,0,1,1,Lauro de Freitas,BA,0,0,0,29,2919207,2021,7,Julho
Sábado,17/07/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Domingo,18/07/2021,Folga + Corretiva Remota mercado livre Lauro de Freitas,0,Folga,CX100100D,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Segunda,19/07/2021,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2021,7,Julho
Quarta,21/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Quinta,22/07/2021,remota cdp1 Guarulhos + cotação peças Itajaí,Ranan,Trabalhado,HT2000GA,1,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Sexta,23/07/2021,Folga plantão + Retirada peças Itajaí,Ranan,Trabalhado,,1,0,120,0,0,0,0,0,0,São Paulo,SP,1,0,0,35,3550308,2021,7,Julho
Sábado,24/07/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,7,Julho
Domingo,25/07/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,7,Julho
Segunda,26/07/2021,Retirada peças Itajaí + remota ML VL Guilherme,Ranan,Trabalhado,CX100100D,1,1,120,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Terça,27/07/2021,Apoio Hugo ML VL Guilherme,Bruno,Trabalhado,CX100100D,1,0,70,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Quarta,28/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Quinta,29/07/2021,entrega peças Itajaí fábrica + Pegar Medidor radiação.,Ranan,Trabalhado,,2,0,0,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,7,Julho
Sexta,30/07/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Sábado,31/07/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,7,Julho
Domingo,01/08/2021,Ida GRU - AJU,Diego,Trabalhado,,1,0,70,1735,0,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Segunda,02/08/2021,Desinstalação Máquina antiga Aracaju Compajaf com Hugo,Diego,Trabalhado,HT2000GA,0,1,30,0,0,0,1,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Terça,03/08/2021,Logistica troca de máquinas + instalação Compajaf com Hugo e João,Diego,Trabalhado,HT2000GA,1,1,30,0,0,0,1,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Quarta,04/08/2021,Treinamento 2 turnos manhã e noite + levan. Rádio. Compajaf,Diego,Trabalhado,HT2000GA,2,0,30,0,0,0,0,1,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Quinta,05/08/2021,Treinamento 2 turnos manhã e noite + Corretiva Fórum N.S. Socorro,Paulinele,Trabalhado,CX5030T,2,1,60,0,0,1,0,1,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Sexta,06/08/2021,Documentação Compajaf,Diego,Trabalhado,CX5030T,1,0,0,0,0,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Sábado,07/08/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Domingo,08/08/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Segunda,09/08/2021,Preventivas TJSE + peça Forum N.S. Socorro,Paulinele,Trabalhado,CX5030T,0,4,40,0,1,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Terça,10/08/2021,Preventivas TJSE + Apoio fábrica para envio de placa correta,Paulinele,Trabalhado,CX5030T,1,3,40,0,1,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Quarta,11/08/2021,Troca placa e preventiva Fórum nossa senhora do socorro,Paulinele,Trabalhado,CX5030T,0,2,60,0,1,1,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Quinta,12/08/2021,Volta AJU - GRU,Paulinele,Trabalhado,,1,0,70,1735,0,0,0,0,1,Aracajú,SE,0,0,0,28,2800308,2021,8,Agosto
Sexta,13/08/2021,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2021,8,Agosto
Sábado,14/08/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Domingo,15/08/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Segunda,16/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Terça,17/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Quarta,18/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Quinta,19/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Sexta,20/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Sábado,21/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Domingo,22/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Segunda,23/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Terça,24/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Quarta,25/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Quinta,26/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Sexta,27/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Sábado,28/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Domingo,29/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Segunda,30/08/2021,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Terça,31/08/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,8,Agosto
Quarta,01/09/2021,2 corretiva HT Franco da Rocha,Ranan,Trabalhado,HT2000GA,0,2,140,0,0,2,0,0,0,Franco da Rocha,SP,0,0,0,35,3516408,2021,9,Setembro
Quinta,02/09/2021,Agendamento preventiva MX9080TB,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sexta,03/09/2021,Medidor Jarbas + Corretiva FS Alemoa,Ranan,Trabalhado,FS6000,1,1,220,0,0,1,0,0,0,Santos,SP,0,0,0,35,3548500,2021,9,Setembro
Sábado,04/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Domingo,05/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Segunda,06/09/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Terça,07/09/2021,Independência,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Quarta,08/09/2021,Preventiva MX9080TB - Guarulhos com Rogério,Diego,Trabalhado,MX9080TB,0,1,100,0,1,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2021,9,Setembro
Quinta,09/09/2021,agendamento preventiva SSP e Romão Gomes,Diego,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sexta,10/09/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sábado,11/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Domingo,12/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Segunda,13/09/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Terça,14/09/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Quarta,15/09/2021,preventiva SSP e Romão Gomes + remota correios Natal,Diego,Trabalhado,HT2100DV,0,3,90,0,2,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Quinta,16/09/2021,Agendamento Corretiva Tecon Santos,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sexta,17/09/2021,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sábado,18/09/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,9,Setembro
Domingo,19/09/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,9,Setembro
Segunda,20/09/2021,Corretiva Tecon Santos CX150180SI,Diego,Trabalhado,CX150180SI,0,1,180,0,0,1,0,0,0,Santos,SP,0,0,0,35,3548500,2021,9,Setembro
Terça,21/09/2021,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2021,9,Setembro
Quarta,22/09/2021,Ida GRU - SSA + Vistoria TRE BA - 2 6040,Diego,Trabalhado,CX6040BI,1,2,80,1475,0,2,0,0,1,Salvador,BA,0,0,0,29,2927408,2021,9,Setembro
Quinta,23/09/2021,remota correios Acre + Volta SSA - GRU,Diego,Trabalhado,CX100100D,1,1,80,1475,0,1,0,0,1,Salvador,BA,0,0,0,29,2927408,2021,9,Setembro
Sexta,24/09/2021,Imagens correios cocaína Cláudio/Diego,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sábado,25/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Domingo,26/09/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Segunda,27/09/2021,Despacho peças GRU + papelada fábrica,Ranan,Trabalhado,,2,0,120,0,0,0,0,0,0,Guarulhos,SP,0,1,0,35,3518800,2021,9,Setembro
Terça,28/09/2021,Alinhamento visita Correios Leopoldina,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Quarta,29/09/2021,Reunião RH/Cláudio,Claudio,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Quinta,30/09/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,9,Setembro
Sexta,01/10/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Sábado,02/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Domingo,03/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Segunda,04/10/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Terça,05/10/2021,Corretiva FS Alemoa,Ranan,Trabalhado,FS6000,0,1,180,0,0,1,0,0,0,Santos,SP,0,0,0,35,3548500,2021,10,Outubro
Quarta,06/10/2021,fábrica + Reunião Correios,Diego,Trabalhado,,2,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,10,Outubro
Quinta,07/10/2021,Fábrica + ata reunião,Diego,Trabalhado,,2,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,10,Outubro
Sexta,08/10/2021,Agendamento Corretiva Fórum Macapá,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Sábado,09/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Domingo,10/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Segunda,11/10/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Terça,12/10/2021,Nossa senhora Aparecida,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Quarta,13/10/2021,Ida GRU - BSB - MCP + Reunião RH,Diego,Trabalhado,,2,0,70,2680,0,0,0,0,1,Macapá,AP,0,0,0,16,1600303,2021,10,Outubro
Quinta,14/10/2021,Atendimento Fórum Macapá,Diego,Trabalhado,CX5030T,0,1,30,0,0,1,0,0,1,Macapá,AP,0,0,0,16,1600303,2021,10,Outubro
Sexta,15/10/2021,Folga Plantão + atendimento Fórum Macapá + retorno MCP - BSB - GIG - GRU,Diego,Trabalhado,CX5030T,2,0,70,3138,0,0,0,0,1,Macapá,AP,1,0,0,16,1600303,2021,10,Outubro
Sábado,16/10/2021,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,10,Outubro
Domingo,17/10/2021,FS Itajaí Remota + Romão Gomes Corretiva + Plantão,Paulinele,Trabalhado,HT2100DV,0,2,90,0,0,2,0,0,0,São Paulo,SP,0,0,1,35,3550308,2021,10,Outubro
Segunda,18/10/2021,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Terça,19/10/2021,Papelada + Remota correios Natal,Bruno,Trabalhado,CX100100D,1,1,0,0,0,1,0,0,0,São Paulo,SP,0,1,0,35,3550308,2021,10,Outubro
Quarta,20/10/2021,escritório coleta equip. licitação + fábrica (Ranan) + identificar peça + despacho Guarulhos,Ranan,Trabalhado,,4,0,150,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2021,10,Outubro
Quinta,21/10/2021,entrega equipamento para Diego em Guarulhos,Diego,Trabalhado,,1,0,150,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2021,10,Outubro
Sexta,22/10/2021,alinhamento envio peças Joinville com Fabiana,Paulinele,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Sábado,23/10/2021,Folga + Remota Romão Gomes,0,Folga,HT2100DV,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Domingo,24/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Segunda,25/10/2021,Voo Ida GRU - XAP,Paulinele,Trabalhado,,1,0,70,746,0,0,0,0,1,Chapecó,SC,0,0,0,42,4204202,2021,10,Outubro
Terça,26/10/2021,Vistoria Presídio Chapecó + Voo Ida XAP - VCP - FLN,Paulinele,Trabalhado,CX6040BI,1,1,30,1268,0,1,0,0,1,Chapecó,SC,0,0,0,42,4204202,2021,10,Outubro
Quarta,27/10/2021,Vistoria Tijucas + Corretiva e Vistoria em Florianópolis,Paulinele,Trabalhado,CX6040BI,0,3,100,0,0,3,0,0,1,Florianopolis,SC,0,0,0,42,4205407,2021,10,Outubro
Quinta,28/10/2021,Vistoria Tubarão + Retirada peça Itajaí + Preventiva Florianópolis,Paulinele,Trabalhado,CX6040BI,0,3,462,0,1,2,0,0,1,Tubarão,SC,0,0,0,42,4218707,2021,10,Outubro
Sexta,29/10/2021,vôo volta FLN - GRU,Paulinele,Trabalhado,,1,0,80,515,0,0,0,0,1,Florianopolis,SC,0,0,0,42,4205407,2021,10,Outubro
Sábado,30/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Domingo,31/10/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,10,Outubro
Segunda,01/11/2021,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2021,11,Novembro
Terça,02/11/2021,Finados,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,11,Novembro
Quarta,03/11/2021,Corretiva e preventiva CDP Santo André,Paulinele,Trabalhado,HT2000GA,0,2,80,0,1,1,0,0,0,Santo André,SP,0,0,0,35,3547809,2021,11,Novembro
Quinta,04/11/2021,alinhamento viagem são Luiz / MA,Paulinele,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,11,Novembro
Sexta,05/11/2021,Preventiva FS Alemoa,Ranan,Trabalhado,FS6000,0,1,180,0,1,0,0,0,0,Santos,SP,0,0,0,35,3548500,2021,11,Novembro
Sábado,06/11/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,11,Novembro
Domingo,07/11/2021,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2021,11,Novembro
Segunda,08/11/2021,Ida GRU - SLZ + retirada no break São Luís + apoio Alex Guarulhos,Paulinele,Trabalhado,,3,0,70,2330,0,0,0,0,1,São Luis,MA,0,0,0,21,2111300,2021,11,Novembro
Terça,09/11/2021,Treinamento correios + apoio Sérgio + OS's Chapecó p/ Paulinele,Paulinele,Trabalhado,CX100100D,2,1,30,0,0,1,0,1,1,São Luis,MA,0,0,0,21,2111300,2021,11,Novembro
